fecha,anio,mes_num,departamento,pasajeros_aereos_internacionales
2013-09-01,2013,9,TOLIMA,115
2013-09-01,2013,9,VALLE DEL CAUCA,26706
2013-10-01,2013,10,AMAZONAS,60
2013-10-01,2013,10,ANTIOQUIA,44097
2013-10-01,2013,10,ATLANTICO,9699
2013-10-01,2013,10,BOGOTA D.C.,264672
2013-10-01,2013,10,BOLIVAR,14400
2013-10-01,2013,10,CALDAS,484
2013-10-01,2013,10,CAQUETA,7
2013-10-01,2013,10,CASANARE,18
2013-10-01,2013,10,CAUCA,71
2013-10-01,2013,10,CESAR,181
2013-10-01,2013,10,CORDOBA,246
2013-10-01,2013,10,HUILA,219
2013-10-01,2013,10,LA GUAJIRA,181
2013-10-01,2013,10,MAGDALENA,386
2013-10-01,2013,10,META,2
2013-10-01,2013,10,NARINO,103
2013-10-01,2013,10,NORTE DE SANTANDER,1837
2013-10-01,2013,10,PUTUMAYO,16
2013-10-01,2013,10,QUINDIO,2250
2013-10-01,2013,10,RISARALDA,8367
2013-10-01,2013,10,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1814
2013-10-01,2013,10,SANTANDER,3434
2013-10-01,2013,10,TOLIMA,179
2013-10-01,2013,10,VALLE DEL CAUCA,28218
2013-11-01,2013,11,AMAZONAS,8
2013-11-01,2013,11,ANTIOQUIA,46979
2013-11-01,2013,11,ATLANTICO,9203
2013-11-01,2013,11,BOGOTA D.C.,261252
2013-11-01,2013,11,BOLIVAR,17890
2013-11-01,2013,11,CALDAS,374
2013-11-01,2013,11,CAQUETA,3
2013-11-01,2013,11,CASANARE,17
2013-11-01,2013,11,CAUCA,96
2013-11-01,2013,11,CESAR,211
2013-11-01,2013,11,CORDOBA,306
2013-11-01,2013,11,HUILA,179
2013-11-01,2013,11,LA GUAJIRA,196
2013-11-01,2013,11,MAGDALENA,444
2013-11-01,2013,11,META,3
2013-11-01,2013,11,NARINO,123
2013-11-01,2013,11,NORTE DE SANTANDER,1966
2013-11-01,2013,11,PUTUMAYO,1
2013-11-01,2013,11,QUINDIO,2380
2013-11-01,2013,11,RISARALDA,7155
2013-11-01,2013,11,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2171
2013-11-01,2013,11,SANTANDER,3330
2013-11-01,2013,11,TOLIMA,126
2013-11-01,2013,11,VALLE DEL CAUCA,29874
2013-12-01,2013,12,AMAZONAS,16
2013-12-01,2013,12,ANTIOQUIA,59400
2013-12-01,2013,12,ATLANTICO,13235
2013-12-01,2013,12,BOGOTA D.C.,283635
2013-12-01,2013,12,BOLIVAR,20411
2013-12-01,2013,12,CALDAS,718
2013-12-01,2013,12,CAQUETA,11
2013-12-01,2013,12,CASANARE,33
2013-12-01,2013,12,CAUCA,162
2013-12-01,2013,12,CESAR,336
2013-12-01,2013,12,CHOCO,1
2013-12-01,2013,12,CORDOBA,442
2013-12-01,2013,12,HUILA,262
2013-12-01,2013,12,LA GUAJIRA,340
2013-12-01,2013,12,MAGDALENA,630
2013-12-01,2013,12,NARINO,182
2013-12-01,2013,12,NORTE DE SANTANDER,2598
2013-12-01,2013,12,QUINDIO,2813
2013-12-01,2013,12,RISARALDA,10026
2013-12-01,2013,12,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2339
2013-12-01,2013,12,SANTANDER,4762
2013-12-01,2013,12,TOLIMA,223
2013-12-01,2013,12,VALLE DEL CAUCA,44649
2014-01-01,2014,1,AMAZONAS,24
2014-01-01,2014,1,ANTIOQUIA,52689
2014-01-01,2014,1,ATLANTICO,11026
2014-01-01,2014,1,BOGOTA D.C.,288362
2014-01-01,2014,1,BOLIVAR,20312
2014-01-01,2014,1,CALDAS,469
2014-01-01,2014,1,CAQUETA,6
2014-01-01,2014,1,CASANARE,25
