fecha,fecha_predicha,departamento,target,prediccion,error,error_abs,horizonte,meses_horizonte
2024-03-01,2025-03-01,MAGDALENA,5346.472,4476.4004,870.0716093749998,870.0716093749998,h12,12
2024-04-01,2025-04-01,MAGDALENA,4382.336,4239.7646,142.57135156250024,142.57135156250024,h12,12
2024-05-01,2025-05-01,MAGDALENA,4315.073,4041.8875,273.1855488281253,273.1855488281253,h12,12
2024-06-01,2025-06-01,MAGDALENA,3618.147,3596.2097,21.937283203124935,21.937283203124935,h12,12
2024-07-01,2025-07-01,MAGDALENA,5007.399,4383.1064,624.2925546875003,624.2925546875003,h12,12
2024-08-01,2025-08-01,MAGDALENA,4618.259,4820.002,-201.74295312499999,201.74295312499999,h12,12
2024-09-01,2025-09-01,MAGDALENA,4449.0,5236.0854,-787.08544921875,787.08544921875,h12,12
2024-01-01,2025-01-01,META,824.0,692.1837,131.8162841796875,131.8162841796875,h12,12
2024-02-01,2025-02-01,META,640.0,647.9765,-7.97650146484375,7.97650146484375,h12,12
2024-03-01,2025-03-01,META,590.0,631.5446,-41.54461669921875,41.54461669921875,h12,12
2024-04-01,2025-04-01,META,535.0,598.3831,-63.38311767578125,63.38311767578125,h12,12
2024-05-01,2025-05-01,META,585.0,642.311,-57.31097412109375,57.31097412109375,h12,12
2024-06-01,2025-06-01,META,674.0,605.85254,68.1474609375,68.1474609375,h12,12
2024-07-01,2025-07-01,META,927.0,671.4048,255.59521484375,255.59521484375,h12,12
2024-08-01,2025-08-01,META,836.0,599.19257,236.80743408203125,236.80743408203125,h12,12
2024-09-01,2025-09-01,META,586.0,629.8883,-43.8883056640625,43.8883056640625,h12,12
2024-01-01,2025-01-01,NARINO,1538.0,982.99365,555.00634765625,555.00634765625,h12,12
2024-02-01,2025-02-01,NARINO,1128.0,843.90234,284.09765625,284.09765625,h12,12
2024-03-01,2025-03-01,NARINO,1241.0,882.7922,358.20782470703125,358.20782470703125,h12,12
2024-04-01,2025-04-01,NARINO,1027.0,848.1885,178.8115234375,178.8115234375,h12,12
2024-05-01,2025-05-01,NARINO,1030.0,859.28735,170.712646484375,170.712646484375,h12,12
2024-06-01,2025-06-01,NARINO,1056.0,944.3031,111.6968994140625,111.6968994140625,h12,12
2024-07-01,2025-07-01,NARINO,1581.0,1354.0347,226.96533203125,226.96533203125,h12,12
2024-08-01,2025-08-01,NARINO,1860.0,1304.1932,555.8067626953125,555.8067626953125,h12,12
2024-09-01,2025-09-01,NARINO,1153.0,902.5187,250.4813232421875,250.4813232421875,h12,12
2024-01-01,2025-01-01,NORTE DE SANTANDER,4219.045,4302.288,-83.24308593749993,83.24308593749993,h12,12
2024-02-01,2025-02-01,NORTE DE SANTANDER,4074.677,3712.6208,362.05615039062513,362.05615039062513,h12,12
2024-03-01,2025-03-01,NORTE DE SANTANDER,3922.044,4030.866,-108.82196679687513,108.82196679687513,h12,12
2024-04-01,2025-04-01,NORTE DE SANTANDER,3927.573,3268.5315,659.0415058593749,659.0415058593749,h12,12
2024-05-01,2025-05-01,NORTE DE SANTANDER,5034.646,3379.7974,1654.8486367187497,1654.8486367187497,h12,12
2024-06-01,2025-06-01,NORTE DE SANTANDER,3242.25,3542.0906,-299.840576171875,299.840576171875,h12,12
2024-07-01,2025-07-01,NORTE DE SANTANDER,4626.791,3623.2434,1003.5475917968752,1003.5475917968752,h12,12
2024-08-01,2025-08-01,NORTE DE SANTANDER,4179.982,3623.1064,556.8755546875,556.8755546875,h12,12
